Logradouro,Longitude,Latitude
"DA OLARIA, GUARULHOS",,
"ROBERTO SIMONSEN, SOROCABA",-47.4477854,-23.4867462
"OSWALDO CRUZ, SOROCABA",-47.4547362,-23.4835294
"MARGINAL ADAMO MELONI, SERTAOZINHO",,
"DOUTOR CHUCRI ZAIDAN, SAO PAULO",-46.6965656,-23.6157147
"ITAPECERICA, DE, SAO PAULO",,
"XINGU, BARUERI",-46.8533613,-23.5048819
"BEIRA RIO, SAO PAULO",-47.16106351297919,-22.75605445
"ENGENHEIRO AUBERTIN, SAO PAULO",-46.7047007,-23.5161275
"FRANCISCO CARLOS DE CASTRO NEVES, PIRACICABA",,
"DOUTOR ALCIDES GOMES MIRANDA, VALINHOS",-47.0024163,-22.9905568
"DOUTOR SEBASTIAO HENRIQUE DA CUNHA PONTES, SAO JOSE DOS CAMPOS",,
"DO CAPUAVA, COTIA",-46.8985467,-23.6001135
"DOM AGUIRRE, SAO PAULO",-47.4508618,-23.4965859
"PACAEMBU, SAO PAULO",-51.2633114,-21.566243
"FRANCISCO PEDROSO DE TOLEDO, SAO PAULO",,
"PAR PARNAIBA, FRANCO DA ROCHA",,
"BR 153, KM 80 + 300 MTS, BADY BASSITT",,
"NOSSA SENHORA DO SABARA, SAO PAULO",,
"PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA, SAO JOSE DO RIO PRETO",,
"VICENTE BARBOSA DE OLIVEIRA, IPIGUA",-49.3882016,-20.6630817
"CACHOEIRA, BARUERI",-46.8813768,-23.4843449
"JOSE MARQUES RIBEIRO, CAJAMAR",,
"DA AGUA CHATA, GUARULHOS",-46.3993237,-23.4304454
"FUNDIBEM (JD C GRANDE), DIADEMA",,
"DONA RUYCE FERRAZ ALVIM, DIADEMA",-46.6000021,-23.6854512
"GENERAL BERTOLDO KLINGER, SAO BERNARDO DO CAMPO",,
"RIO BRANCO, SANTANA DE PARNAIBA",,
"IRMAOS GARBULIO, CABRALIA PAULISTA",-49.3331734,-22.4672403
"FRANCISCO CEARA BARBOSA, CAMPINAS",-47.1018773,-22.8569512
"ANTONIO VERA CRUZ, SAO PAULO",-49.8243021,-22.2212638
"MOINHO FABRINI, SAO BERNARDO DO CAMPO",-46.5823311,-23.6933331
"VEREADOR ANTONIO PEREIRA DE CAMARGO NETO, SUMARE",,
"COMENDADOR VIRGOLINO DE OLIVEIRA, ITAPIRA",-46.8091911,-22.42078
"EUROPA (POLO EMPRESARIAL), SANTANA DE PARNAIBA",,
"EUCLIDES MARTINS, GAVIAO PEIXOTO",-48.3951748,-21.7697123
"JOSE SOARES GARCIA, BARRETOS",-48.5616747,-20.5234743
"DOS  IMIGRANTES, BRAGANCA PAULISTA",-46.5459608,-22.957839
"ANHANGUERA, SAO PAULO",-46.78853396265938,-23.4329085
"TIRADENTES, PIRACICABA",-47.6484806,-22.7168495
"CORONEL FERNANDO PRESTES, SANTOS",-46.3110077,-23.9645123
"JORGE BERETTA, SANTO ANDRE",-46.5030268,-23.6356435
"GUIHEI VATANABE, SAO PAULO",-46.7176413,-23.5914951
"KEIICHI MATSUMOTO, EMBU DAS ARTES",-46.8512466,-23.6300816
"RIO NEGRO, BARUERI",-63.0193316,-0.8848192
"FERNANDO PICCININI, VINHEDO",-47.0047877,-23.0578873
"HOLLINGSWORTH, SOROCABA",-47.4142352,-23.458434
"HOLLINGSWORTH, SOROCABA",-47.4142352,-23.458434
"PRUDENTE DE MORAES, ITU",-47.2888577,-23.2852769
"MAJ PINHEIRO FROES, SUZANO",,
"OSCAR FREIRE, SAO PAULO",-46.6719214,-23.5607358
"SANTO AGOSTINHO, SAO PAULO",-47.3805353,-20.5311042
"TIRADENTES, SAO BERNARDO DO CAMPO",-46.529312,-23.7221279
"SEBASTIANA NUNES, VOTORANTIM",-47.4179343,-23.5311563
"BRIGADEIRO FARIA LIMA, SAO PAULO",,
"FERRAZ ALVIM, DIADEMA",-46.6000021,-23.6854512
"MARECHAL FLORIANO PEIXOTO, SAO JOSE DOS CAMPOS",,
"PTOLOMEU, SAO PAULO",-46.4767208,-23.5317906
"SOLEMAR, SAO PAULO",-46.563792240791685,-24.0194648
"DEPUTADO EMILIO CARLOS, SAO PAULO",-46.3641071,-23.5107636
"WALDEMAR CARLOS PEREIRA, SAO PAULO",-46.5211934,-23.54333
"VAZ MUNIZ, SAO PAULO",-46.6154733,-23.4795132
"CEL. JULIO SILVA, CHAVANTES",,
"PIERRE SIMON DE LA PLACE, CAMPINAS",,
"PARAPUA, SAO PAULO",-50.7922396,-21.781309
"PRESIDENTE GENERAL DUTRA, MOGI DAS CRUZES",,
"JESUS VILANOVA VIDAL, SAO JOSE DO RIO PRETO",-49.3977611,-20.8125439
"DR. CUNHA MOREIRA, SANTOS",-46.3289017,-23.9548215
"WINSTON CHURCHILL, SAO BERNARDO DO CAMPO",,
"HIGIENOPOLIS, SANTO ANDRE",-46.5397711,-23.6723863
"PAGEU, SAO PAULO",-47.7994242,-21.1684359
"BRIGADEIRO LUIS ANTONIO, SAO PAULO",-46.6692057,-23.5840063
"BRIG GAVIAO PEIXOTO, SAO PAULO",,
"BANDEIRANTES, JUNDIAI",-46.9031184,-23.1692576
"MARIA LEONOR (PRQ REID), DIADEMA",,
"ANTONIO SILVIO CUNHA BUENO, CERQUILHO",,
"GASTAO VALENTIM ANTUNES, SAO PAULO",,
"GASTAO VALENTIM ANTUNES, SAO PAULO",,
"CESAR LADEIRA, OSASCO",-46.8006728,-23.5623292
"RIBEIRAO DAS LAGES, VARGEM GRANDE PAULISTA",-47.0170279,-23.6438229
"AZALEIA, BOTUCATU",-48.4519966,-22.8857298
"MARIO PRANDINI, ITAPEVA",-48.8772551,-23.9826573
"JORGE SALOMAO, MOGI DAS CRUZES",-46.1534265,-23.4978136
"COMENDADOR ITALO MAZZEI, JAU",-48.5459824,-22.2584182
"PE. ESTEVAO PERNET, SAO PAULO",,
"RIO NEGRO, BARUERI",-63.0193316,-0.8848192
"JOAO RAMALHO, SAO PAULO",-50.7677114,-22.2486157
"MORVAN DIAS DE FIGUEIREDO, SAO PAULO",,
"SANTO ANTONIO, SAO PAULO",-47.9218426,-22.5001206
"PARTICULAR, SANTANA DE PARNAIBA",,
"DOS UBIATANS, SAO PAULO",-46.6477132,-23.627367
"BERNA, SAO PAULO",-46.3039597,-23.4688106
"HUNGRIA, SAO PAULO",-47.7242056,-23.1947643
"PUCURUI, BARUERI",-46.8295502,-23.499132
"DR. CASTELO BRANCO, SAO BERNARDO DO CAMPO",,
"DOMINGOS ZANIN, ARARAQUARA",-48.1779815,-21.8134422
"ESTADOS UNIDOS (JD NACOES), DIADEMA",,
"TOLENTINO FILGUEIRAS, SANTOS",-46.3308804,-23.9647201
"DAVID BOBROW, MOGI DAS CRUZES",-46.2236206,-23.5335819
"DAS FONTES, LINDOIA",-51.111893753328175,-23.307909000000002
"ENGENHEIRO CANDIDO DO REGO CHAVES, MOGI DAS CRUZES",-46.2538204,-23.5997595
"BENEDITO SEVERINO, LINDOIA",-46.6415675,-22.5158756
"GETULIO VARGAS, ASSIS",-55.1316885,-29.5627558
"JACINTO FERREIRA DE SA, OURINHOS",,
"AGENOR VIEIRA DE MORAES, ITAPETININGA",-48.0290019,-23.5703457
"JOAQUIM MENDES, SAO PAULO",-46.6129258,-23.4694206
"DR LIOGI IWAKI, JUNQUEIROPOLIS",-51.4243332,-21.5102477
"PREFEITO ALBERTO DOS SANTOS, TATUI",-47.8342192,-23.3437602
"PRESIDENTE DUTRA, GUARULHOS",-46.48135564051887,-23.43779495
"JOAO BATISTA VETORAZZO, SAO JOSE DO RIO PRETO",,
"DOS AICAS, SAO PAULO",-46.6582179,-23.609025
"IBIRAPUERA, SAO PAULO",-46.6546353,-23.5769519
"FRANCISCO MATARAZZO, SAO PAULO",-47.3929328,-21.4908589
"ARICANDUVA, SAO PAULO",-46.511454,-23.5780239
"OTAVIO MARQUES, SANTO ANDRE",-46.5245085,-23.6779264
"ANTONIO RODRIGUES 1670, PRESIDENTE PRUDENTE",,
"SOLDADO HAMILTON SILVA COSTA 58, SAO PAULO",,
"ANHANGUERA, LIMEIRA",-47.3677319,-22.5577985
"CABREUVA, CARAPICUIBA",-46.8323554,-23.5401826
"ASSUMPTA BARTHOLOMEU PALADINO, ITATIBA",,
"JOAO EVANGELISTA GERMANO, MAIRIPORA",,
"PAPA JOAO PAULO I, GUARULHOS",,
"SP-294 - COMANDANTE JOAO RIBEIRO DE BARROS, KM 476, ORIENTE",,
"SENADOR ELOI DE SOUZA, SAO PAULO",,
"PADRE MANOEL DA NOBREGA, AMERICANA",-47.3300297,-22.7520867
"DAS NACOES UNIDAS, OSASCO",-46.7695625,-23.5218594
"EMILIO BOSCO, SUMARE",-47.1757464,-22.8073036
"SAO SEBASTIAO, RIBEIRAO PRETO",-47.4821909,-21.7060774
"GAMA CERQUEIRA, SAO PAULO",-46.4403815,-23.4953877
"RUI PIROZELLI, SAO PAULO",,
"DONA SANTINA, PIRACICABA",-47.6586395,-22.7027974
"RIBEIRO DO VALE, SAO PAULO",-50.72345126382499,-21.061405899999997
"SAGUAIRU, SAO PAULO",-46.6607277,-23.5117476
"QUINZE DE NOVEMBRO, SAO PAULO",-52.2632206,-27.9125336
"JOAO PAULO II, BAURU",,
"OSWALDO CRUZ, UBATUBA",-45.1457046,-23.3746883
"DR SALLES OLIVEIRA, CAMPINAS",-47.0701506,-22.9098736
"PHILADELPHO MANOEL GOUVEIA NETO, SAO JOSE DO RIO PRETO",-49.3748631,-20.8087029
"VERA BEATRIZ MARQUES DE MELLO, FRANCA",,
"THOMAS EDISON, SAO PAULO",-46.6641803,-23.5251725
"PROF LUIZ C D T CAMARGO, ARARAQUARA",,
"BOA VISTA, SAO PAULO",-45.4688634,-22.9174987
"BENJAMIN CONSTANT, PIRACICABA",-47.6525664,-22.7374982
"REGINA NOGUEIRA, CAMPINAS",-47.030438432341114,-22.943576
"MARIO LUCHESI, SAO CARLOS",-47.8810171,-22.0326746
"REGINA M DE OLIVEIRA, ITU",,
"ANTONIO BARZANELLI, JUNDIAI",-46.9145872,-23.1670093
"CARLOS LACERDA, SAO PAULO",-46.7752031,-23.6347348
"ETORE CATARUZZI, SANTO ANDRE",-46.4975982,-23.6421776
"RAMOS DE AZEVEDO, SAO PAULO",-46.6818174,-23.5627904
"AFONSO SCHMIDT, SAO PAULO",-46.42718998121293,-23.8876542
"ROMEU STRAZZI, SAO JOSE DO RIO PRETO",-49.3821007,-20.8243266
"ARQUIMEDES, JUNDIAI",-46.9320545,-23.1792005
"JOSE COSTA DE MESQUITA, INDAIATUBA",,
"AMADOR BUENO, SAO PAULO",-46.9839397,-23.5305559
"JOAO JOSE PEREIRA, CAMPINAS",-47.0949011,-22.9431678
"DOM JOSE GASPAR, SAO PAULO",,
"DAS NACOES UNIDAS, SAO PAULO",-46.6946043,-23.6025397
"DOMINGOS LATORRE, SOROCABA",-47.4807748,-23.5311169
"32, BARRETOS",-48.5697509,-20.5531437
"IPIRANGA, PIRACICABA",-47.6334465,-22.7212782
"DOUTOR YOJIRO TAKAOKA, SANTANA DE PARNAIBA",-46.8783892,-23.4621945
"ROMEU DO NASCIMENTO, SOROCABA",-47.4617025,-23.5185569
"RODRIGUES ALVES, BAURU",-49.0434245,-22.3160197
"FRANCISCO SAMUEL LUCHESI FILHO, BRAGANCA PAULISTA",,
"WALDEMAR MARTINS FERREIRA (ALVINOPOLIS), SAO BERNARDO DO CAMPO",,
"RICARDO VILELA, MOGI DAS CRUZES",-46.195529,-23.5213396
"DA SAUDADE, RIBEIRAO PRETO",-47.80000788799893,-21.15666765
"BRASIL, PAULINIA",-47.1532213,-22.7630391
"DA LAGOA, GUARULHOS",-40.2141648,-20.131327
"DAS NACOES UNIDAS, SAO PAULO",-46.6946043,-23.6025397
"DOUTOR CARDOSO DE MELO, SAO PAULO",,
"ALBANO BACEGA, SERTAOZINHO",-47.9901974,-21.1657114
"REINALDO COSTA, IRACEMAPOLIS",,
"ELIAS YAZBEK, EMBU DAS ARTES",-46.852815,-23.6605544
"DA UNIAO, CUBATAO",,
"JAGUARE, SAO PAULO",-46.74949925025804,-23.5420355
"DUZOLINA GRACIOLI ELENO, SAO PAULO",-46.6937741,-23.7079224
"DUZOLINA GRACIOLI ELENO, SAO PAULO",-46.6937741,-23.7079224
"LUCIO AGNELO RIVELI, JUNDIAI",,
"FRANCISCO MATARAZZO, SAO PAULO",-47.3929328,-21.4908589
"TOCANTINS, BARUERI",-46.8524139,-23.5021791
"OTTO HERBST, COSMOPOLIS",-47.1950633,-22.640602
"HORACIO LANE, SAO PAULO",-49.03143419988636,-20.963640050000002
"BRIGADEIRO F.LIMA, SAO PAULO",-46.6804966,-23.5645518
"BENJAMIM PINTO DE SOUZA, ILHABELA",,
"ACARAPE, SAO PAULO",-46.6334851,-23.6047525
"BRIGADEIRO FARIA LIMA, SAO PAULO",,
"DOS PINHEIROS, SAO PAULO",-46.7019515,-23.567249
"DOS PINHEIROS, SAO PAULO",-46.7019515,-23.567249
"MANOEL GOMES, SAO PAULO",-47.40333870701835,-22.1909457
"ERNESTO CARDINALLI, SAO CARLOS",-47.8706149,-22.039454
"EDUARDO AUGUSTO MESQUITA, CARAPICUIBA",-46.8276372,-23.5636966
"DR DIOGO DE FARIA, SAO PAULO",,
"ITAPEVA, SAO PAULO",-48.8803886,-23.9849105
"EVARISTO DELFINO PINTO, SAO LOURENCO DA SERRA",-46.945752,-23.8531933
"ABRAHAO GONCALVES BRAGA, SAO PAULO",-46.5871906,-23.6411902
"PADRE LONGINO VASTBINDER, MOGI-GUACU",-46.93886452412207,-22.38442235
"FRANCISCO MATARAZZO, SAO PAULO",-47.3929328,-21.4908589
"DESEMBARGADOR DO VALE, SAO PAULO",-46.6828747,-23.5330569
"TENENTE MARQUES, CAJAMAR",-46.8671742,-23.4074147
"CUNHA, SAO PAULO",-44.9567436,-23.07753
"DOUTOR MARIO VICENTE, SAO PAULO",-46.6149613,-23.5878139
"LUIZ AUGUSTO DE OLIVEIRA, SAO CARLOS",,
"LUIZ CERON, SAO JOSE DO RIO PRETO",-49.4236252,-20.8152361
"EZEQUIEL FREIRE, SAO PAULO",-46.6235211,-23.4999554
"SAO PEDRO SAO MANUEL, SAO PEDRO",,
"PERNAMBUCO, NIPOA",-49.7781584,-20.9128438
"ANHANGUERA, LIMEIRA",-47.3677319,-22.5577985
"ANA COSTA, SANTOS",-46.3331846,-23.9595573
"ANDROMEDA, BARUERI",-46.8579041,-23.4862131
"DR. EDUARDO DIAS COELHO, SAO VICENTE",,
"GERALDO FAZZIO, BARRA BONITA",-48.5654633,-22.4825863
"AFONSO CAFARO, FERNANDOPOLIS",-50.2462266,-20.2930052
"DANILO VALBUZA, CAIEIRAS",-46.718885,-23.3919518
"VELHA DE CAMPINAS, KM 48, FRANCO DA ROCHA",,
"KATSUJI KITAGUCHI, MOGI DAS CRUZES",-46.1334921,-23.5599538
"GUARULHOS, GUARULHOS",-46.484414,-23.3918295
"DOMINGOS MAGNO, GUARULHOS",-46.5403623,-23.4576014
"TUPI, SANTO ANDRE",-46.5502697,-23.669311
"SANTOS, SAO PAULO",-46.333889,-23.960833
"DAS ROSAS, SAO PAULO",-46.64517477009933,-23.571099
"ELISEU DE ALMEIDA, SAO PAULO",-46.7125827,-23.5759013
"BARCELONA, SAO PAULO",-46.5504286,-23.6203476
"JOAQUIM MURTINHO, SAO PAULO",-49.8259384,-24.3671161
"JOAO NATALINO RODINI, ARARAS",,
"MAURILIO BACEGA, SERTAOZINHO",,
"SILVIO RIBEIRO, ALUMINIO",,
"ARAGUAIA, BARUERI",-46.8499394,-23.498754
"ARAGUAIA, BARUERI",-46.8499394,-23.498754
"WASHINGTON LUIZ, RIO CLARO",,
"DOUTOR GERALDO CAMPOS MOREIRA, SAO PAULO",-46.6933282,-23.6010753
"DO LUTERO, COTIA",-46.8693529,-23.6155185
"RIO NEGRO, BARUERI",-63.0193316,-0.8848192
"GUINE, COTIA",-46.9066177,-23.6028656
"RUBENS STRINGUETA, ARACATUBA",-50.461123,-21.1385533
"DOS ROMEIROS, SANTANA DE PARNAIBA",-46.916256,-23.4571397
"AREIAO, SAO PAULO",-46.9507182,-22.3794522
"BENTO DE ANDRADE, SAO PAULO",-46.740900610021555,-23.6403
"ADILIA BARBOSA NEVES, ARUJA",-46.3466494,-23.4029625
"KEIICHI MATSUMOTO, EMBU DAS ARTES",-46.8512466,-23.6300816
"LUIZIANIA, SAO PAULO",-50.3269863,-21.6763356
"AVANHANDAVA, SANTO ANDRE",-46.5367998,-23.6708438
"CEL PAUL VACHET, SAO PAULO",,
"ELIAS BAUAB, CATANDUVA",-48.9890217,-21.1225269
"MARIA JOSE DE MORAIS, SAO PAULO",,
"JOAO ALVARES SOARES, SAO PAULO",-46.6756858,-23.6259285
"IBIRAPUERA, SAO PAULO",-46.6546353,-23.5769519
"GONZAGA, SAO CAETANO DO SUL",-46.568742609858006,-23.62372005
"LINDOMAR GOMES DE OLIVEIRA, GUARULHOS",-46.4622939,-23.4693994
"ANGELICA, SAO PAULO",-47.3071784,-22.7457168
"ANTONIO DAS CHAGAS, SAO PAULO",-47.47842194354472,-23.38552725
"SANTA EUFRASIA, SAO PAULO",-45.8947529,-23.3774033
"MANOEL MAXIMINO DA ROSA, ITAPECERICA DA SERRA",,
"ALBERTO J BYINGTON, OSASCO",-46.778734,-23.4829771
"ALFREDO FOLCHINI, SAO JOSE DO RIO PRETO",-49.3386805,-20.8570368
"IMPERIO DO SOL NASCENTE, CAMPINAS",,
"MATHIAS LOPES, NAZARE PAULISTA",,
"DOUTOR PAULO VIEIRA, SAO PAULO",-46.6897916,-23.5413332
"SHITIRO MAEJI, REGISTRO",-47.8412409,-24.493821
"MAMORE, BARUERI",-46.8469578,-23.4921202
"TIMBIRAS, AMERICANA",-47.3248449,-22.7555634
"JOAO DOMINGUES DE OLIVEIRA, RIBEIRAO PIRES",,
"DA CATEDRAL, SAO JOAO DA BOA VISTA",-46.7881722,-21.9778137
"PREFEITO JOAO ZACCHI, CABREUVA",,
"MARECHAL RONDON, ITU",-54.8779338,-29.1934071
"CAMPOS SALLES, PIRACICABA",-47.6291824,-22.7234302
"DAS SAMAMBAIAS, SANTANA DE PARNAIBA",-46.9163227,-23.4575933
"TUCUNARE, BARUERI",-46.8350703,-23.4920343
"SAO JOSE, OSASCO",-46.7916801,-23.5324859
"VISCONDE DO RIO BRANCO, TAUBATE",,
"LILIAN FERGUSON, SAO PAULO",-46.7226484,-23.4754859
"VEREADOR RODOLPHO ALBERTO WISLING, JAMBEIRO",,
"SECUNDINO DOMINGUES, SAO PAULO",-46.5560942,-23.5926087
"SANTA MARINA, SAO PAULO",-46.489666728822726,-24.0081396
"ANTONIO CANDIDO DE CAMARGO, LIMEIRA",,
"MIAMI, SAO PAULO",-46.4965713,-23.7393181
"MARGINAL JOSE OSVALDO MARQUES, SERTAOZINHO",,
"PROFESSOR LUIZ CURIACOS, PIRACICABA",-47.6471628,-22.7149297
"ROSALINA ALVES, SAO PAULO",-46.6052794,-23.5004003
"IAPO, SAO PAULO",-46.6607429,-23.5146701
"DOUTOR MIGUEL COUTO, SAO PAULO",-46.8292282,-22.4288275
"DA LIBERDADE, SAO PAULO",-46.63180928373991,-23.566703500000003
"SANTO ONOFRE, SERTAOZINHO",-48.0053097,-21.1384517
"ALTO DO BONFIM, SAO PAULO",,
"CASTELO D AGUA, SAO JOSE DO RIO PRETO",,
"TABOAO DO PARATEI, MOGI DAS CRUZES",-46.2615267,-23.4334333
"NASSER MARAO, VOTUPORANGA",-49.771666560720305,-20.48519605
"VELHA CAMPINAS MONTE MOR, CAMPINAS",,
"CARDEAL ARCOVERDE, SAO PAULO",-46.6873167,-23.5610325
"PIRACICABA-TIETE, PIRACICABA",,
"HENRIQUE VEIGA, CAMPINAS",-47.0810374,-22.8465257
"JOAQUIM A R DE SOUZA, SAO CARLOS",,
"ANTONIO SERAFIM PETEAN, PEDREIRA",-46.8943788,-22.7299502
"PONTA PORA, SAO PAULO",-55.7416429,-22.5113441
"ARNALDO MAGNICCARO, SAO PAULO",-46.6870547,-23.6746031
"BRASIL, JUQUIA",-47.6355618,-24.3172209
"RIO CLARO, LIMEIRA",-47.5422078,-22.4454735
"ANHANGUERA, KM 51 + 360 M, JUNDIAI",,
"MAESTRO GABR. MIGLIORI, SAO PAULO",,
"MARIA COELHO AGUIAR 215, SAO PAULO",,
"SANTO ANTONIO, OSASCO",-46.7936847,-23.5554527
"GUILHERME RONCADOR, PRESIDENTE PRUDENTE",-51.3760065,-22.1601576
"BRAZ LEME, SAO PAULO",-47.39675812518092,-22.18928115
"ALTINO DE QUEIROZ, TRES FRONTEIRAS",,
"BANDEIRANTES, DIADEMA",-46.6124727,-23.6894857
"EGIDIO MARTINS, SANTOS",,
"MAJOR CAETANO DA COSTA, SAO PAULO",,
"GUAJARAS, SAO PAULO",-46.5759846,-23.4666864
"LUIGI PAPAIZ, DIADEMA",-46.6180676,-23.6767312
"PEDRO AMERICO, SAO PAULO",-48.10392136275972,-21.72635815
"DOUTOR RUBEM ALOYSIO MONTEIRO MOREIRA DR RUBINHO, RIBEIRAO PRETO",,
"WASHINGTON LUIS, SAO PAULO",-46.3285479,-23.9578267
"MARQUES DE SAO VICENTE, SAO PAULO",,
"PROFESSOR AMERICO DE MOURA, SAO PAULO",,
"BARROSO NETO, SAO PAULO",-46.724294,-23.5710406
"JORGE DE FIGUEIREDO CORREA, CAMPINAS",-47.0484803,-22.871262
"PEDRO COSTA, SAO BERNARDO DO CAMPO",-46.5716967,-23.7225683
"JOSEPHINA MANDOTTI, GUARULHOS",-46.5295209,-23.4600886
"BERNARDINO BONAVITA, INDAIATUBA",-47.1984118,-23.0682881
"ROMEU DO NASCIMENTO, SOROCABA",-47.4617025,-23.5185569
"ANTONIO CARLOS COMITRE, SOROCABA",-47.46389302252231,-23.5225221
"GIOVANNI GRONCHI, SAO PAULO",-46.7339828,-23.6439301
"PENHA DE FRANCA, SAO PAULO",-46.5437815,-23.523683
"VINTE E QUATRO DE OUTUBRO, JUNDIAI",,
"ENGENHEIRO ARMANDO DE ARRUDA PEREIRA, SAO PAULO",-46.6380457,-23.6639271
"AMERICA, SANTANA DE PARNAIBA",-46.8306222,-23.4707995
"LOURENCO CASTANHO, SAO PAULO",-48.4502761,-22.8470477
"GUARULHOS, GUARULHOS",-46.484414,-23.3918295
"ARTUR GOMES, SOROCABA",-47.4471517,-23.4764473
"PROFESSOR VAHIA DE ABREU, SAO PAULO",,
"MILTON, SAO PAULO",-47.2035894,-22.4953145
"BENVINDA APPARECIDA DE ABREU LEME, SAO PAULO",,
"PROFESSOR ATILIO INNOCENTI, SAO PAULO",-46.6784443,-23.5974059
"INDUSTRIAL, JOSE BONIFACIO",-52.2443765,-27.6492302
"DA CONSOLACAO, SAO PAULO",-46.6605373,-23.557818
"RIO VERDE, SAO PAULO",-46.9240867,-21.8210975
"PRESIDENTE DUTRA, LORENA",-45.1082311,-22.7530152
"MIGUEL F.E VASCONCELOS, SAO PAULO",,
"GUADALAJARA, CAIEIRAS",-46.7462412,-23.3626182
"PRESIDENTE KENNEDY, OSASCO",-46.78141524789059,-23.521491400000002
"DIANOPOLIS, SAO PAULO",-46.4401134,-23.4004976
"MAESTRO CARDIM, SAO PAULO",-46.6407598,-23.5626874
"JOSE MATHIAS DE CAMARGO, EMBU DAS ARTES",,
"A ROMANO CALIL, ONDA VERDE",-49.296607,-20.6074193
"FLAMENGO, SAO PAULO",-46.7897472,-23.5924491
"DO DIAMANTE, SANTA BARBARA D'OESTE",-47.3607141,-22.744655
"ATUAI, SAO PAULO",-46.5287886,-23.5306721
"HEITOR BARIANI, SAO PAULO",-46.5775041,-23.5328805
"NOVA CUMBICA, GUARULHOS",-46.46494742153912,-23.464075
"GENERAL EUCLIDES DE FIGUEIREDO, CAMPINAS",,
"CATALAO, SAO PAULO",-47.8350844,-21.1587348
"ZAIRA, SAO PAULO",-46.657728693899486,-23.67552855
"ALFREDO RIBEIRO DE CASTRO, SAO PAULO",,
"DOUTOR ALBERT SCHWEITZER, SANTOS",-46.3754112,-23.9238731
"MANOEL DE ABREU, AMERICO BRASILIENSE",,
"ALEXANDRE DUMAS, SAO PAULO",-46.499314,-23.6669114
"PROFESSOR SEBASTIAO SOARES DE FARIA, SAO PAULO",,
"ALBERTO LANZONI, SAO CARLOS",-47.9180984,-22.0085511
"GONCALO MADEIRA, SAO PAULO",-46.7383688,-23.5453514
"HADDOCK LOBO, SAO PAULO",-46.6584462,-23.5550569
"DAS NACOES UNIDAS, SAO PAULO",-46.6946043,-23.6025397
"PAULISTA, SAO PAULO",-46.6622682,-23.5552461
"DE ACESSO AO PQ PORTUARIO DE ARACATUBA, ARACATUBA",,
"CADIRIRI, SAO PAULO",-46.5983259,-23.5708835
"LUIZ ALLI FAYRDIN (VL AMERICAS), CAJAMAR",-46.8398437,-23.3397014
"COSMO RIGO, RIBEIRAO PIRES",,
"NOVO BRASIL, GUARULHOS",-46.5133947,-23.400078
"SANTA CLARA  - KM 197 ROD SP 215, DOURADO",,
"APARECIDA, ARACARIGUAMA",-47.0613098,-23.4291374
"RIBEIRO DO VALE, SAO PAULO",-50.72345126382499,-21.061405899999997
"EDUARDO FRONER, GUARULHOS",-46.4160322,-23.4318871
"GUILHERME CAMPOS, CAMPINAS",-47.054261,-22.8593252
"HELENA, SAO PAULO",-48.7380118,-23.5331864
"ADRIANO BERTOZZI, SAO PAULO",-46.4492761,-23.5704717
"TITICACA, BARUERI",-46.8815013,-23.5020415
"MANOEL VALENTIM BASTOS, BANANAL",-44.3209127,-22.6801352
"PEDRO BENI, ESTIVA GERBI",-46.9554573,-22.2708106
"GERALDO GARCIA DO NASCIMENTO, FRANCA",,
"CHARLES SCHNEIDER, TAUBATE",-45.567688,-23.0257017
"TUCUNARE, BARUERI",-46.8350703,-23.4920343
"WASHINGTON LUIZ, SANTOS",-46.40600964506369,-23.99265425
"N SENHORA DE FATIMA, SANTOS",-44.3058213,-20.0728562
"JOSE FAZIO, RIBEIRAO PRETO",-47.7654008,-21.1723962
"PRESIDENTE JUSCELINO KUBITSCHEK, SAO PAULO",,
"THOMAZ ALBERTO WHATELY, RIBEIRAO PRETO",,
"DOS GERANIOS, GUARUJA",-46.2711424,-23.9896101
"ALMIRANTE VIVALDO CHEOLA, SANTOS",-46.3658757,-23.9347862
"ENGENHEIRO PAULO FRONTIM, GUARULHOS",-46.5290335,-23.4377136
"GOMES DE CARVALHO, SAO PAULO",,
"CARDEAL ARCOVERDE, SAO PAULO",-46.6873167,-23.5610325
"MARECHAL RONDON KM 305 + 300 MTS, LENCOIS PAULISTA",,
"JOAO JOSE ATTAB MIZIARA, PORTO FERREIRA",,
"DA TAPERINHA, ITU",-47.3394164,-23.3241754
"EUGENIO CONEGLIAN, MARILIA",-49.9695346,-22.1757444
"JOSE FERNANDO ZANARDO, CERQUILHO",,
"FEDERACAO PAULISTA DE FUTEBOL, SAO PAULO",-46.66728355,-23.52217735
"SANTA LEOCADIA, SAO PAULO",,
"VICTORIA SIMIONATO, SAO PAULO",-46.4701433,-23.4946891
"DR NICOLAU SOUSA QUEIRO, SAO PAULO",,
"JOSE DE OLIVEIRA, SAO PAULO",-47.1382596,-22.9919966
"6, RIO CLARO",-99.2063216,18.937107
"CORONEL JOAO MAXIMO DE CARVALHO FILHO, SAO JOSE DO RIO PRETO",,
"TAMARA, CARAPICUIBA",-46.8368324,-23.5236371
"JOSE BONIFACIO, ANDRADINA",,
"DR. FERNANDES COELHO, SAO PAULO",-45.18707335972862,-22.83037265
"DEPUTADO CANTIDIO SAMPAIO, SAO PAULO",-46.6737484,-23.472026
